id,timestamp,suhu,kelembapan,label_suhu_kelembapan,mq135,label_kualitas_udara
369,2025-06-03 13:20:00,26.5,77.7,nyaman-lembab,424.0,sangat baik
370,2025-06-03 13:30:00,25.0,77.7,nyaman-lembab,469.3,sangat baik
371,2025-06-03 13:40:00,25.5,80.6,nyaman-lembab,499.7,sangat baik
372,2025-06-03 13:50:00,26.9,81.5,lembab,501.0,sangat baik
373,2025-06-03 14:00:00,27.5,82.5,gerah,516.0,sangat baik
374,2025-06-03 14:10:00,26.7,81.7,lembab,476.7,sangat baik
375,2025-06-03 14:20:00,26.2,82.7,lembab,493.0,sangat baik
376,2025-06-03 14:30:00,25.9,82.7,lembab,433.7,sangat baik
377,2025-06-03 14:40:00,27.1,82.1,lembab,485.0,sangat baik
378,2025-06-03 14:50:00,26.1,81.5,lembab,456.3,sangat baik
379,2025-06-03 15:00:00,26.6,83.1,lembab,462.7,sangat baik
380,2025-06-03 15:10:00,26.4,80.8,lembab,493.7,sangat baik
381,2025-06-03 15:20:00,27.0,80.7,gerah,489.7,sangat baik
382,2025-06-03 15:30:00,26.8,77.4,lembab,482.3,sangat baik
383,2025-06-03 15:40:00,26.6,79.7,nyaman-lembab,400.0,sangat baik
384,2025-06-03 15:50:00,27.5,80.0,lembab,402.3,sangat baik
385,2025-06-03 16:00:00,28.5,81.1,lembab,402.3,sangat baik
386,2025-06-03 16:10:00,26.5,78.8,gerah,445.0,sangat baik
387,2025-06-03 16:20:00,26.9,81.5,nyaman-lembab,453.3,sangat baik
388,2025-06-03 16:30:00,25.8,80.3,lembab,520.0,sangat baik
389,2025-06-03 16:40:00,26.7,81.0,nyaman-lembab,560.7,sangat baik
390,2025-06-03 16:50:00,24.4,80.2,nyaman-lembab,550.0,sangat baik
391,2025-06-03 17:00:00,23.4,82.0,lembab,513.3,sangat baik
392,2025-06-03 17:10:00,24.3,81.4,lembab,430.0,sangat baik
393,2025-06-03 17:20:00,25.6,77.8,gerah,510.3,sangat baik
394,2025-06-03 17:30:00,26.1,79.6,nyaman-lembab,480.3,sangat baik
395,2025-06-03 17:40:00,26.1,81.5,lembab,513.7,sangat baik
396,2025-06-03 17:50:00,26.5,83.1,lembab,433.3,sangat baik
397,2025-06-03 18:00:00,26.0,82.2,lembab,433.3,sangat baik
398,2025-06-03 18:10:00,26.8,81.7,lembab,471.7,sangat baik
399,2025-06-03 18:20:00,25.5,81.2,gerah,500.0,sangat baik
400,2025-06-03 18:30:00,26.8,78.1,nyaman-lembab,500.0,sangat baik
401,2025-06-03 18:40:00,26.5,79.3,nyaman-lembab,488.3,sangat baik
402,2025-06-03 18:50:00,28.1,80.4,lembab,516.7,sangat baik
403,2025-06-03 19:00:00,27.4,82.7,lembab,527.3,sangat baik
404,2025-06-03 19:10:00,27.5,84.9,lembab,473.7,sangat baik
405,2025-06-03 19:20:00,27.8,84.1,lembab,472.3,sangat baik
406,2025-06-03 19:30:00,27.9,84.6,lembab,513.7,sangat baik
407,2025-06-03 19:40:00,27.2,83.8,lembab,524.0,sangat baik
408,2025-06-03 19:50:00,27.5,86.8,lembab,519.7,sangat baik
409,2025-06-03 20:00:00,27.3,85.1,lembab,467.7,sangat baik
410,2025-06-03 20:10:00,27.1,82.0,nyaman-lembab,455.3,sangat baik
411,2025-06-03 20:20:00,26.2,81.0,nyaman-lembab,415.0,sangat baik
412,2025-06-03 20:30:00,27.6,84.5,lembab,415.0,sangat baik
413,2025-06-03 20:40:00,27.7,86.4,lembab,410.7,sangat baik
414,2025-06-03 20:50:00,27.6,87.3,lembab,436.7,sangat baik
415,2025-06-03 21:00:00,28.3,83.8,lembab,494.0,sangat baik
416,2025-06-03 21:10:00,28.0,83.0,gerah,494.0,sangat baik
417,2025-06-03 21:20:00,28.2,81.9,lembab,540.3,sangat baik
418,2025-06-03 21:30:00,26.0,84.7,lembab,483.0,sangat baik
419,2025-06-03 21:40:00,25.7,84.6,lembab,483.0,sangat baik
420,2025-06-03 21:50:00,26.1,83.4,lembab,476.7,sangat baik
421,2025-06-03 22:00:00,27.1,82.9,lembab,518.0,sangat baik
422,2025-06-03 22:10:00,27.2,82.4,lembab,518.0,sangat baik
423,2025-06-03 22:20:00,26.8,82.8,nyaman-lembab,497.7,sangat baik
424,2025-06-03 22:30:00,27.0,83.5,lembab,517.3,sangat baik
425,2025-06-03 22:40:00,27.0,85.4,lembab,517.3,sangat baik
426,2025-06-03 22:50:00,26.3,86.7,lembab,527.3,sangat baik
427,2025-06-03 23:00:00,26.2,86.0,lembab,466.3,sangat baik
428,2025-06-03 23:10:00,26.9,85.0,lembab,466.3,sangat baik
429,2025-06-03 23:20:00,28.3,81.9,lembab,400.0,sangat baik
430,2025-06-03 23:30:00,29.3,82.7,gerah,400.0,sangat baik
431,2025-06-03 23:40:00,28.7,82.1,lembab,468.3,sangat baik
432,2025-06-03 23:50:00,27.1,83.7,lembab,468.3,sangat baik
433,2025-06-04 00:00:00,25.8,82.5,lembab,468.3,sangat baik
434,2025-06-04 00:10:00,26.8,81.1,lembab,440.7,sangat baik
435,2025-06-04 00:20:00,27.4,81.9,gerah,440.7,sangat baik
436,2025-06-04 00:30:00,27.6,83.5,lembab,440.7,sangat baik
437,2025-06-04 00:40:00,26.6,83.7,lembab,400.3,sangat baik
438,2025-06-04 00:50:00,27.8,83.3,nyaman-lembab,455.0,sangat baik
439,2025-06-04 01:00:00,26.9,81.5,lembab,455.0,sangat baik
440,2025-06-04 01:10:00,27.9,83.9,lembab,460.0,sangat baik
441,2025-06-04 01:20:00,25.7,83.6,lembab,463.0,sangat baik
442,2025-06-04 01:30:00,26.2,81.3,lembab,486.0,sangat baik
443,2025-06-04 01:40:00,25.3,81.9,nyaman-lembab,480.7,sangat baik
444,2025-06-04 01:50:00,26.2,79.3,lembab,423.0,sangat baik
445,2025-06-04 02:00:00,26.4,82.2,nyaman-lembab,400.0,sangat baik
446,2025-06-04 02:10:00,26.3,78.9,lembab,482.7,sangat baik
447,2025-06-04 02:20:00,26.7,82.4,nyaman-lembab,482.7,sangat baik
448,2025-06-04 02:30:00,26.3,79.5,lembab,482.7,sangat baik
449,2025-06-04 02:40:00,26.3,80.1,nyaman-lembab,440.3,sangat baik
450,2025-06-04 02:50:00,25.6,77.2,nyaman-lembab,514.0,sangat baik
451,2025-06-04 03:00:00,26.9,79.3,nyaman-lembab,514.0,sangat baik
452,2025-06-04 03:10:00,27.8,81.9,lembab,520.3,sangat baik
453,2025-06-04 03:20:00,28.6,85.9,lembab,446.7,sangat baik
454,2025-06-04 03:30:00,28.3,86.6,lembab,527.0,sangat baik
455,2025-06-04 03:40:00,27.3,85.9,lembab,480.3,sangat baik
456,2025-06-04 03:50:00,27.3,81.5,lembab,480.3,sangat baik
457,2025-06-04 04:00:00,26.9,82.4,gerah,456.0,sangat baik
458,2025-06-04 04:10:00,26.9,81.0,lembab,522.7,sangat baik
459,2025-06-04 04:20:00,24.9,84.9,nyaman-lembab,547.7,sangat baik
460,2025-06-04 04:30:00,25.1,82.5,lembab,516.3,sangat baik
461,2025-06-04 04:40:00,25.8,82.7,gerah,482.3,sangat baik
462,2025-06-04 04:50:00,26.6,81.1,lembab,479.3,sangat baik
463,2025-06-04 05:00:00,26.7,81.4,lembab,519.3,sangat baik
464,2025-06-04 05:10:00,26.1,81.6,lembab,549.3,sangat baik
465,2025-06-04 05:20:00,26.6,82.2,lembab,606.3,sangat baik
466,2025-06-04 05:30:00,26.8,81.0,lembab,578.3,sangat baik
467,2025-06-04 05:40:00,27.3,79.9,gerah,517.0,sangat baik
468,2025-06-04 05:50:00,27.6,80.9,gerah,438.0,sangat baik
469,2025-06-04 06:00:00,26.9,82.8,lembab,452.7,sangat baik
470,2025-06-04 06:10:00,26.4,84.9,lembab,451.3,sangat baik
471,2025-06-04 06:20:00,26.3,81.4,lembab,518.3,sangat baik
472,2025-06-04 06:30:00,26.9,79.5,nyaman-lembab,467.0,sangat baik
473,2025-06-04 06:40:00,27.7,77.8,gerah,521.0,sangat baik
474,2025-06-04 06:50:00,28.4,81.9,gerah,466.0,sangat baik
475,2025-06-04 07:00:00,25.8,83.1,lembab,523.3,sangat baik
476,2025-06-04 07:10:00,26.0,82.4,terlalu dingin,503.7,sangat baik
477,2025-06-04 07:20:00,25.4,80.9,gerah,491.7,sangat baik
478,2025-06-04 07:30:00,27.1,82.8,lembab,434.3,sangat baik
479,2025-06-04 07:40:00,25.2,86.0,lembab,400.0,sangat baik
480,2025-06-04 07:50:00,25.9,83.9,lembab,425.7,sangat baik
481,2025-06-04 08:00:00,27.0,80.4,gerah,425.7,sangat baik
482,2025-06-04 08:10:00,27.4,81.5,gerah,488.7,sangat baik
483,2025-06-04 08:20:00,27.4,81.9,lembab,463.0,sangat baik
484,2025-06-04 08:30:00,26.9,83.7,lembab,502.3,sangat baik
485,2025-06-04 08:40:00,28.1,79.5,lembab,439.3,sangat baik
486,2025-06-04 08:50:00,27.8,82.7,gerah,439.3,sangat baik
487,2025-06-04 09:00:00,27.2,82.0,lembab,400.0,sangat baik
488,2025-06-04 09:10:00,26.1,83.6,nyaman-lembab,429.7,sangat baik
489,2025-06-04 09:20:00,25.7,79.7,lembab,429.7,sangat baik
490,2025-06-04 09:30:00,25.9,80.0,nyaman-lembab,498.3,sangat baik
491,2025-06-04 09:40:00,26.7,79.0,lembab,468.7,sangat baik
492,2025-06-04 09:50:00,26.5,78.6,gerah,468.7,sangat baik
493,2025-06-04 10:00:00,26.8,80.9,nyaman-lembab,408.7,sangat baik
494,2025-06-04 10:10:00,27.2,80.8,lembab,408.7,sangat baik
495,2025-06-04 10:20:00,27.9,82.1,gerah,408.7,sangat baik
496,2025-06-04 10:30:00,28.3,82.2,lembab,400.0,sangat baik
497,2025-06-04 10:40:00,29.3,86.0,lembab,400.0,sangat baik
498,2025-06-04 10:50:00,27.8,88.0,lembab,400.0,sangat baik
499,2025-06-04 11:00:00,27.8,87.1,lembab,400.0,sangat baik
500,2025-06-04 11:10:00,25.3,83.8,lembab,438.7,sangat baik
501,2025-06-04 11:20:00,26.5,84.2,nyaman-lembab,515.0,sangat baik
502,2025-06-04 11:30:00,26.6,81.9,lembab,515.0,sangat baik
503,2025-06-04 11:40:00,28.1,83.3,gerah,550.3,sangat baik
504,2025-06-04 11:50:00,27.0,79.0,lembab,554.7,sangat baik
505,2025-06-04 12:00:00,26.4,79.8,nyaman-lembab,587.0,sangat baik
506,2025-06-04 12:10:00,25.4,78.6,lembab,513.0,sangat baik
507,2025-06-04 12:20:00,25.8,80.1,lembab,480.7,sangat baik
508,2025-06-04 12:30:00,25.8,79.4,nyaman-lembab,490.3,sangat baik
509,2025-06-04 12:40:00,24.7,79.6,nyaman-lembab,490.3,sangat baik
510,2025-06-04 12:50:00,25.1,81.3,lembab,462.7,sangat baik
511,2025-06-04 13:00:00,25.0,84.2,lembab,420.7,sangat baik
512,2025-06-04 13:10:00,26.2,85.2,lembab,489.7,sangat baik
513,2025-06-04 13:20:00,25.5,84.8,lembab,469.0,sangat baik
514,2025-06-04 13:30:00,26.4,85.4,lembab,488.7,sangat baik
515,2025-06-04 13:40:00,25.4,86.5,lembab,419.7,sangat baik
516,2025-06-04 13:50:00,25.2,85.0,lembab,493.0,sangat baik
517,2025-06-04 14:00:00,25.3,84.7,nyaman-lembab,488.0,sangat baik
518,2025-06-04 14:10:00,25.9,81.3,lembab,508.7,sangat baik
519,2025-06-04 14:20:00,27.1,80.3,nyaman-lembab,461.3,sangat baik
520,2025-06-04 14:30:00,26.0,78.8,gerah,495.7,sangat baik
521,2025-06-04 14:40:00,26.9,79.0,lembab,537.3,sangat baik
522,2025-06-04 14:50:00,27.2,80.2,gerah,511.3,sangat baik
523,2025-06-04 15:00:00,28.0,79.4,gerah,462.3,sangat baik
524,2025-06-04 15:10:00,27.7,80.9,lembab,400.0,sangat baik
525,2025-06-04 15:20:00,26.9,82.5,lembab,470.3,sangat baik
526,2025-06-04 15:30:00,25.4,81.1,lembab,497.7,sangat baik
527,2025-06-04 15:40:00,25.6,80.9,nyaman-lembab,497.7,sangat baik
528,2025-06-04 15:50:00,25.7,81.0,lembab,497.3,sangat baik
529,2025-06-04 16:00:00,27.5,81.4,lembab,484.0,sangat baik
530,2025-06-04 16:10:00,26.7,80.7,gerah,484.0,sangat baik
531,2025-06-04 16:20:00,26.6,82.1,nyaman-lembab,491.7,sangat baik
532,2025-06-04 16:30:00,26.0,81.5,lembab,477.7,sangat baik
533,2025-06-04 16:40:00,26.3,83.0,gerah,477.7,sangat baik
534,2025-06-04 16:50:00,26.3,82.6,lembab,414.0,sangat baik
535,2025-06-04 17:00:00,26.4,84.2,lembab,452.3,sangat baik
536,2025-06-04 17:10:00,25.8,85.7,lembab,506.3,sangat baik
537,2025-06-04 17:20:00,26.5,84.1,lembab,492.3,sangat baik
538,2025-06-04 17:30:00,26.6,85.0,lembab,457.0,sangat baik
539,2025-06-04 17:40:00,28.1,81.1,lembab,442.3,sangat baik
540,2025-06-04 17:50:00,27.6,80.5,gerah,442.3,sangat baik
541,2025-06-04 18:00:00,28.2,77.8,lembab,461.3,sangat baik
542,2025-06-04 18:10:00,27.0,81.2,gerah,500.3,sangat baik
543,2025-06-04 18:20:00,27.9,80.4,lembab,558.7,sangat baik
544,2025-06-04 18:30:00,26.6,82.3,gerah,549.0,sangat baik
545,2025-06-04 18:40:00,27.3,78.8,lembab,470.7,sangat baik
546,2025-06-04 18:50:00,25.5,78.1,gerah,422.0,sangat baik
547,2025-06-04 19:00:00,25.8,80.9,nyaman-lembab,409.7,sangat baik
548,2025-06-04 19:10:00,27.0,82.8,lembab,462.3,sangat baik
549,2025-06-04 19:20:00,28.3,84.8,lembab,463.3,sangat baik
550,2025-06-04 19:30:00,26.8,83.4,lembab,510.0,sangat baik
551,2025-06-04 19:40:00,25.5,83.8,lembab,457.3,sangat baik
552,2025-06-04 19:50:00,25.8,81.2,lembab,446.7,sangat baik
553,2025-06-04 20:00:00,27.9,77.8,gerah,417.0,sangat baik
554,2025-06-04 20:10:00,27.7,76.6,gerah,417.0,sangat baik
555,2025-06-04 20:20:00,28.2,78.0,nyaman-lembab,417.0,sangat baik
556,2025-06-04 20:30:00,27.6,82.7,gerah,400.0,sangat baik
557,2025-06-04 20:40:00,27.1,82.3,lembab,453.0,sangat baik
558,2025-06-04 20:50:00,26.1,83.4,nyaman-lembab,535.3,sangat baik
559,2025-06-04 21:00:00,25.6,81.8,lembab,535.3,sangat baik
560,2025-06-04 21:10:00,25.9,84.5,lembab,482.3,sangat baik
561,2025-06-04 21:20:00,25.8,82.4,lembab,419.0,sangat baik
562,2025-06-04 21:30:00,25.9,83.7,nyaman-lembab,419.0,sangat baik
563,2025-06-04 21:40:00,27.6,82.8,lembab,419.0,sangat baik
564,2025-06-04 21:50:00,27.2,85.2,lembab,410.7,sangat baik
565,2025-06-04 22:00:00,27.5,82.6,lembab,469.7,sangat baik
566,2025-06-04 22:10:00,27.0,82.2,lembab,469.7,sangat baik
567,2025-06-04 22:20:00,28.1,83.3,lembab,459.0,sangat baik
568,2025-06-04 22:30:00,29.6,84.0,lembab,400.0,sangat baik
569,2025-06-04 22:40:00,28.5,86.5,lembab,400.0,sangat baik
570,2025-06-04 22:50:00,28.0,83.5,lembab,400.0,sangat baik
571,2025-06-04 23:00:00,27.3,84.1,gerah,400.0,sangat baik
572,2025-06-04 23:10:00,27.8,79.4,lembab,400.0,sangat baik
573,2025-06-04 23:20:00,28.2,78.6,gerah,446.3,sangat baik
574,2025-06-04 23:30:00,28.3,77.0,gerah,528.0,sangat baik
575,2025-06-04 23:40:00,27.6,80.9,gerah,584.3,sangat baik
576,2025-06-04 23:50:00,26.4,84.3,lembab,568.7,sangat baik
577,2025-06-05 00:00:00,24.4,85.7,lembab,487.0,sangat baik
578,2025-06-05 00:10:00,25.7,81.9,lembab,479.0,sangat baik
579,2025-06-05 00:20:00,26.4,82.4,gerah,448.3,sangat baik
580,2025-06-05 00:30:00,26.7,81.3,lembab,450.0,sangat baik
581,2025-06-05 00:40:00,26.9,81.2,nyaman-lembab,401.7,sangat baik
582,2025-06-05 00:50:00,28.2,78.9,gerah,404.7,sangat baik
583,2025-06-05 01:00:00,29.0,78.7,lembab,437.0,sangat baik
584,2025-06-05 01:10:00,27.1,82.0,nyaman-lembab,515.3,sangat baik
585,2025-06-05 01:20:00,25.8,84.9,lembab,540.0,sangat baik
586,2025-06-05 01:30:00,25.1,87.9,lembab,506.0,sangat baik
587,2025-06-05 01:40:00,24.6,84.6,lembab,427.7,sangat baik
588,2025-06-05 01:50:00,24.9,80.3,nyaman-lembab,400.0,sangat baik
589,2025-06-05 02:00:00,24.9,78.7,gerah,480.0,sangat baik
590,2025-06-05 02:10:00,26.0,79.8,lembab,480.0,sangat baik
591,2025-06-05 02:20:00,25.4,79.3,nyaman-lembab,480.0,sangat baik
592,2025-06-05 02:30:00,26.3,78.8,nyaman-lembab,467.0,sangat baik
593,2025-06-05 02:40:00,26.9,78.1,lembab,542.7,sangat baik
594,2025-06-05 02:50:00,27.2,82.8,gerah,542.7,sangat baik
595,2025-06-05 03:00:00,27.1,81.7,lembab,512.3,sangat baik
596,2025-06-05 03:10:00,26.9,82.4,nyaman-lembab,471.0,sangat baik
597,2025-06-05 03:20:00,27.0,79.3,gerah,475.0,sangat baik
598,2025-06-05 03:30:00,27.3,80.6,lembab,501.3,sangat baik
599,2025-06-05 03:40:00,27.0,83.9,lembab,467.0,sangat baik
600,2025-06-05 03:50:00,26.4,85.7,lembab,534.3,sangat baik
601,2025-06-05 04:00:00,26.2,85.4,lembab,474.0,sangat baik
602,2025-06-05 04:10:00,25.7,80.7,lembab,474.0,sangat baik
603,2025-06-05 04:20:00,27.8,79.1,nyaman-lembab,482.0,sangat baik
604,2025-06-05 04:30:00,27.6,81.8,terlalu panas,479.3,sangat baik
605,2025-06-05 04:40:00,28.0,86.0,lembab,560.0,sangat baik
606,2025-06-05 04:50:00,26.1,85.9,lembab,480.7,sangat baik
607,2025-06-05 05:00:00,26.4,84.9,lembab,480.7,sangat baik
608,2025-06-05 05:10:00,26.9,85.4,lembab,400.0,sangat baik
609,2025-06-05 05:20:00,26.5,87.5,lembab,400.0,sangat baik
610,2025-06-05 05:30:00,27.2,86.9,lembab,444.3,sangat baik
611,2025-06-05 05:40:00,26.5,84.8,lembab,444.3,sangat baik
612,2025-06-05 05:50:00,26.8,83.3,lembab,500.7,sangat baik
613,2025-06-05 06:00:00,26.2,83.8,lembab,507.3,sangat baik
614,2025-06-05 06:10:00,27.4,83.3,lembab,507.3,sangat baik
615,2025-06-05 06:20:00,28.8,81.2,lembab,502.0,sangat baik
616,2025-06-05 06:30:00,27.9,80.7,gerah,484.0,sangat baik
617,2025-06-05 06:40:00,26.6,79.7,lembab,491.7,sangat baik
618,2025-06-05 06:50:00,27.0,82.0,nyaman-lembab,454.7,sangat baik
619,2025-06-05 07:00:00,29.3,81.6,lembab,421.7,sangat baik
620,2025-06-05 07:10:00,30.0,81.2,lembab,473.3,sangat baik
621,2025-06-05 07:20:00,28.8,81.8,gerah,521.3,sangat baik
622,2025-06-05 07:30:00,29.0,83.3,lembab,521.3,sangat baik
623,2025-06-05 07:40:00,27.2,87.4,terlalu panas,488.7,sangat baik
624,2025-06-05 07:50:00,26.5,84.1,lembab,503.3,sangat baik
625,2025-06-05 08:00:00,24.1,82.5,nyaman-lembab,503.3,sangat baik
626,2025-06-05 08:10:00,25.8,81.9,lembab,476.7,sangat baik
627,2025-06-05 08:20:00,26.9,84.6,lembab,477.0,sangat baik
628,2025-06-05 08:30:00,27.9,84.8,lembab,518.0,sangat baik
629,2025-06-05 08:40:00,29.5,83.5,lembab,518.0,sangat baik
630,2025-06-05 08:50:00,28.2,83.8,terlalu panas,474.3,sangat baik
631,2025-06-05 09:00:00,28.4,83.2,lembab,433.3,sangat baik
632,2025-06-05 09:10:00,26.7,82.7,lembab,433.3,sangat baik
633,2025-06-05 09:20:00,28.0,83.7,lembab,400.0,sangat baik
634,2025-06-05 09:30:00,27.7,85.5,lembab,406.0,sangat baik
635,2025-06-05 09:40:00,29.0,86.3,lembab,406.0,sangat baik
636,2025-06-05 09:50:00,28.6,86.9,lembab,474.7,sangat baik
637,2025-06-05 10:00:00,28.8,87.9,lembab,468.7,sangat baik
638,2025-06-05 10:10:00,27.6,86.1,lembab,468.7,sangat baik
639,2025-06-05 10:20:00,27.2,85.6,nyaman-lembab,447.7,sangat baik
640,2025-06-05 10:30:00,27.3,80.8,lembab,450.3,sangat baik
641,2025-06-05 10:40:00,27.5,80.1,gerah,450.3,sangat baik
642,2025-06-05 10:50:00,28.2,79.6,gerah,402.7,sangat baik
643,2025-06-05 11:00:00,28.1,83.7,lembab,400.0,sangat baik
644,2025-06-05 11:10:00,27.9,86.3,lembab,429.3,sangat baik
645,2025-06-05 11:20:00,27.0,82.8,lembab,429.3,sangat baik
646,2025-06-05 11:30:00,27.9,80.3,nyaman-lembab,503.3,sangat baik
647,2025-06-05 11:40:00,26.8,81.4,gerah,474.0,sangat baik
648,2025-06-05 11:50:00,24.9,82.7,lembab,498.3,sangat baik
649,2025-06-05 12:00:00,23.0,83.4,nyaman-lembab,424.3,sangat baik
650,2025-06-05 12:10:00,23.2,80.8,lembab,497.7,sangat baik
651,2025-06-05 12:20:00,26.3,83.5,lembab,473.3,sangat baik
652,2025-06-05 12:30:00,27.8,84.3,lembab,473.3,sangat baik
653,2025-06-05 12:40:00,26.7,86.0,lembab,400.0,sangat baik
654,2025-06-05 12:50:00,26.7,83.3,lembab,442.3,sangat baik
655,2025-06-05 13:00:00,25.7,80.6,gerah,486.0,sangat baik
656,2025-06-05 13:10:00,28.1,81.7,nyaman-lembab,486.0,sangat baik
657,2025-06-05 13:20:00,27.4,85.1,lembab,523.7,sangat baik
658,2025-06-05 13:30:00,28.7,86.4,lembab,491.0,sangat baik
659,2025-06-05 13:40:00,28.0,83.8,lembab,549.7,sangat baik
660,2025-06-05 13:50:00,28.3,82.0,lembab,535.0,sangat baik
661,2025-06-05 14:00:00,25.8,81.5,lembab,524.0,sangat baik
662,2025-06-05 14:10:00,26.9,81.4,nyaman-lembab,496.0,sangat baik
663,2025-06-05 14:20:00,26.5,79.5,lembab,451.0,sangat baik
664,2025-06-05 14:30:00,28.1,80.5,gerah,451.0,sangat baik
665,2025-06-05 14:40:00,27.5,81.2,lembab,420.3,sangat baik
666,2025-06-05 14:50:00,27.5,81.8,lembab,400.0,sangat baik
667,2025-06-05 15:00:00,27.4,79.7,lembab,472.3,sangat baik
668,2025-06-05 15:10:00,28.3,78.2,gerah,508.7,sangat baik
669,2025-06-05 15:20:00,29.0,79.7,gerah,559.0,sangat baik
670,2025-06-05 15:30:00,28.5,80.4,lembab,510.0,sangat baik
671,2025-06-05 15:40:00,27.3,80.0,nyaman-lembab,495.7,sangat baik
672,2025-06-05 15:50:00,26.8,81.1,nyaman-lembab,523.0,sangat baik
673,2025-06-05 16:00:00,27.6,81.0,lembab,506.7,sangat baik
674,2025-06-05 16:10:00,28.1,82.2,gerah,520.3,sangat baik
675,2025-06-05 16:20:00,28.0,79.2,lembab,442.7,sangat baik
676,2025-06-05 16:30:00,26.8,83.5,gerah,503.7,sangat baik
677,2025-06-05 16:40:00,26.0,83.9,lembab,468.0,sangat baik
678,2025-06-05 16:50:00,24.8,84.4,lembab,494.3,sangat baik
679,2025-06-05 17:00:00,25.4,83.5,lembab,492.3,sangat baik
680,2025-06-05 17:10:00,26.4,81.5,lembab,492.3,sangat baik
681,2025-06-05 17:20:00,28.3,82.9,gerah,498.3,sangat baik
682,2025-06-05 17:30:00,28.2,78.9,lembab,462.7,sangat baik
683,2025-06-05 17:40:00,28.6,80.0,nyaman-lembab,462.7,sangat baik
684,2025-06-05 17:50:00,28.6,80.1,gerah,505.0,sangat baik
685,2025-06-05 18:00:00,29.1,83.1,lembab,474.7,sangat baik
686,2025-06-05 18:10:00,27.3,83.5,lembab,505.3,sangat baik
687,2025-06-05 18:20:00,27.1,80.5,lembab,430.7,sangat baik
688,2025-06-05 18:30:00,26.8,78.5,gerah,482.0,sangat baik
689,2025-06-05 18:40:00,27.5,80.3,gerah,527.7,sangat baik
690,2025-06-05 18:50:00,26.4,83.8,lembab,598.3,sangat baik
691,2025-06-05 19:00:00,26.4,82.8,lembab,547.0,sangat baik
692,2025-06-05 19:10:00,25.6,83.5,gerah,528.3,sangat baik
693,2025-06-05 19:20:00,25.2,81.1,lembab,501.3,sangat baik
694,2025-06-05 19:30:00,23.9,85.1,nyaman-lembab,538.3,sangat baik
695,2025-06-05 19:40:00,26.1,83.1,lembab,542.7,sangat baik
696,2025-06-05 19:50:00,27.2,86.5,lembab,499.0,sangat baik
697,2025-06-05 20:00:00,28.2,86.0,lembab,462.0,sangat baik
698,2025-06-05 20:10:00,27.4,86.3,lembab,400.0,sangat baik
699,2025-06-05 20:20:00,27.3,86.0,lembab,400.0,sangat baik
700,2025-06-05 20:30:00,27.7,86.9,lembab,470.3,sangat baik
701,2025-06-05 20:40:00,27.5,86.4,lembab,470.3,sangat baik
702,2025-06-05 20:50:00,28.2,86.7,lembab,535.0,sangat baik
703,2025-06-05 21:00:00,28.2,84.4,lembab,466.3,sangat baik
704,2025-06-05 21:10:00,28.1,82.4,lembab,480.3,sangat baik
705,2025-06-05 21:20:00,28.4,81.7,gerah,494.0,sangat baik
706,2025-06-05 21:30:00,28.9,81.5,lembab,527.7,sangat baik
707,2025-06-05 21:40:00,29.2,85.7,lembab,513.7,sangat baik
708,2025-06-05 21:50:00,28.0,82.7,lembab,435.3,sangat baik
709,2025-06-05 22:00:00,28.2,85.0,nyaman-lembab,400.0,sangat baik
710,2025-06-05 22:10:00,28.0,81.9,lembab,400.0,sangat baik
711,2025-06-05 22:20:00,27.3,80.9,gerah,426.0,sangat baik
712,2025-06-05 22:30:00,26.6,81.3,nyaman-lembab,426.0,sangat baik
713,2025-06-05 22:40:00,27.2,83.7,lembab,459.0,sangat baik
714,2025-06-05 22:50:00,29.2,84.1,lembab,508.0,sangat baik
715,2025-06-05 23:00:00,28.7,83.6,gerah,508.0,sangat baik
716,2025-06-05 23:10:00,26.5,80.7,lembab,475.0,sangat baik
717,2025-06-05 23:20:00,24.8,84.8,nyaman-lembab,444.0,sangat baik
718,2025-06-05 23:30:00,25.2,84.6,lembab,444.0,sangat baik
719,2025-06-05 23:40:00,27.3,86.3,lembab,444.0,sangat baik
720,2025-06-05 23:50:00,27.3,85.4,lembab,439.3,sangat baik
721,2025-06-06 00:00:00,28.9,82.0,lembab,517.7,sangat baik
722,2025-06-06 00:10:00,28.4,82.4,gerah,517.7,sangat baik
723,2025-06-06 00:20:00,28.2,80.1,lembab,502.3,sangat baik
724,2025-06-06 00:30:00,26.6,81.5,nyaman-lembab,470.3,sangat baik
725,2025-06-06 00:40:00,26.9,79.7,lembab,508.3,sangat baik
726,2025-06-06 00:50:00,27.0,82.2,gerah,484.3,sangat baik
727,2025-06-06 01:00:00,27.7,80.4,lembab,491.3,sangat baik
728,2025-06-06 01:10:00,27.2,82.2,gerah,510.0,sangat baik
729,2025-06-06 01:20:00,27.6,80.1,lembab,542.0,sangat baik
730,2025-06-06 01:30:00,27.8,84.6,lembab,488.7,sangat baik
731,2025-06-06 01:40:00,27.9,83.1,lembab,432.0,sangat baik
732,2025-06-06 01:50:00,28.5,82.4,gerah,400.0,sangat baik
733,2025-06-06 02:00:00,27.4,79.3,gerah,427.7,sangat baik
734,2025-06-06 02:10:00,28.7,79.2,lembab,427.7,sangat baik
735,2025-06-06 02:20:00,27.4,78.7,gerah,452.7,sangat baik
736,2025-06-06 02:30:00,27.8,77.9,nyaman-lembab,425.0,sangat baik
